i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
3617,justice delay justice denied narendramodi kapilmishra_ind modifiedvikas isinghapurva tajinderbagga isurajthakurbjp iabhiacharya abhiemanyu justicefordhruvtyagi,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3618,best bharat narendramodi,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3619,city salvation waiting reformer decades pm narendramodi ji gave kashi importance deserves brought better infrastructure amp cutting edge transformation keeping essence kashi intact kashi chanting mantra phirekbarmodisarkar,15,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.04999999999999999
3620,big make ram temple want make vidyasagar statue trinamool chief mamata banerjee taunts pm modi promise build grand statue social reformer,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17777777777777778
3621,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3622,truth problem sadhvi modi truth truth mkg whitewashed deified hold hindus yoke non violence everyone else happily going killing spree would love see hindus doormat,13,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.65
3623,rafale mein modi toh gayo,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
3624,anamikaamber apnamodiaayega loksabhaelections2019 battleof2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3625,rahulgandhi amitshah bjp4india deshkishaanmodi apnamodiaayega pragyasinghthakur pragyathakur rahulliefactory oxford,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3626,rahulgandhi lies damned lies modi modilies,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3627,westbengal mamatabanerjee narendramodi loksabhaelection bjp tmc svaradarajan onlineghosh,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3628,hogan smoger access justice essay competition open 30 april 2019 total award amount 5 000 ge,10,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
3629,taetaestress w_terrence way better soul selfish rich poor woman abortion,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062500000000000056
3630,sickening remark terror accused pragyasinghthakur glorifying terrorist nathuram godse unequivocally condemned party beginning narendramodi eulogises worships mahatma gandhi,8,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9
3631,ibne_sena mamataofficial pmoindia narendramodi,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3632,1 mamta banerjee wants defeat narendramodi fighting lok sabha elections yet 2 mayawati wants defeat narendra modi fighting lok sabha elections 3 arvind kejriwal wants 2 defeat fighting lok sabha elections elections2019,22,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.20000000000000004
3633,muslim father daughter campaigning shri narendramodi ji shows safe secular pls share paid media show jainamo electioncommissionofindia,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
3634,article world terrorism watch org report sufis suffered due terrorism sufi k chishty plz read cmoguj narendramodi jitu_vaghani bhikhubhaidbjp prupala bharatpandyabjp pradipsinhguj akramshahbjp yunustalat pmoindia,17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.125
3635,sabke sath hoga nyay jab aaegi congress sarkar abhoganyay nyayforindia rahulbadlegaindia modilies loksabhaelections2019,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3636,roadshow modiji,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3637,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3638,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3639,pm modi problem regarding durga puja amp saraswati puja saying jai sri ram become crime people bengal troubled things since years brought issues national platform party become voice bengal today bjp,16,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,-0.5
3640,father dharavi boy ravindr60329793 seeks justice mumbaipolice fir registered perpetrators need justice4sachinjaiswar narendramodi dev_fadnavis cpmumbaipolice mynation_net vaastavngo sifngp khabar_bar sureshchavhanke,14,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
3641,mea refuses share details extradition fugitive businessmen vijay mallya nirav modi add lalit modi list,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3642,sunrgu read l c arm imodium prophylaxis,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3643,narendramodi incindia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3644,ranieri l addio di derossi daniele andava detto altri modi e bisognava dargli il modo di pensarci su io da allenatore lo avrei confermato perch che giocatore uomo e capitano col parma spero una festa ci sar tempo per le contestazioni asroma corsport,23,4,5,2,0,0,0,0,1,0,0,1,1,0,0,6,0.0
3645,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3646,failed damage modi sherryontopp attacks capt_amarinder giving ticket wife congress culture entire family entitled tickets loot country shameless characters timesnow republic indiatoday,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25
3647,today going tell horror dream saw month ago saw dream congress lynched narendra modi ji rahul gandhi becomes prime minister first thing rahul gandhi becoming prime minister stop schemes modi government,17,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0.35
3648,little hard read 6th graders created modified cinquain poem sunshine today rowvastrong rowvaelem,6,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.23958333333333334
3649,modi wants demolish statue non sangh people narendramodi bjp4india pragyasinghthakur boycottamazon apnamodiaayega trollsangh paanchsaalbemisaal modilies,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
3650,cc narendramodi amitshah bjp4india rssorg happens pump deep brains absurd theories f,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.25
3651,jhasanjay narendramodi godse bigger patriot whole congress family put together,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1
3652,bbcworld narendramodi bbcrajiniv iranian people ask u support us change terrorist regime iran negotiatingwithterroristsconfirmsterrorism trumpoverthrowiri voapersianagainstpersians iraniansamericansdialoguemovement iranarchist,8,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
3653,election season enters final lap poetic rendition gone campaign overwhelming mood country apnamodiaayega,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2916666666666667
3654,7 narendramodi myogiadityanath yadavakhilesh mayawati samajwadiparty,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3655,narendramodi time nari seeking vote namo knew well modi government secure independent apnamodiaayega,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
3656,dopo nostra lettera aperta su trazione animali arriva risposta pubblica relatore modifica codice della strada diegodelorenzis al quale chiediamo emendamento senza se e senza per fermare sofferenze animali,17,3,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0.0
3657,latest entry english dictionary modilie 1 constantly modi fy truth 2 lie incessantly amp habitually 3 lie without respite bhakts havenow another reason cheer,8,4,4,1,3,3,0,0,1,0,0,0,0,0,0,0,0.16666666666666666
3658,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3659,boredone89 voglia spasmodica della gente di farsi cazzi che non li riguardano che dici se il tutto alime,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0.0
3660,aayega toh modi hi slogan heard people top 5 quotes pms interview apnamodiaayega,8,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.5
3661,drrizwanahmed1 aar paar news18india awasthis generalbakshi premshuklabjp narendramodi,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.0
3662,narendramodi amitshah please listen listen carefully sadhvi pragya disgrace,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1
3663,noticed silent value human womb baby value choice human beings commodities simply discarded beyond reproductive rights,8,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3664,hay quienes saben leer en este trino petro deca que quera una constituyente para cambiar de todo similar la de venezuela lo que se est pidiendo es una que solo modifique la justicia distinto lo que peda petro,16,2,4,1,0,0,0,0,1,2,0,0,0,0,0,12,0.0
3665,pm modi tmc,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3666,rashtrapatibhvn mvenkaiahnaidu narendramodi republic timesnow rahulgandhi ncbn present government return thumping absolute majority 23 05 2019 strong amp stable government esteemed leadership shri narendra modiji sure 300,13,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0.2833333333333333
3667,chouhanshivraj 10 12 12 chouhanshivraj apnamodiaayega,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.0
3668,ani pragyasinghthakur dainikbhaskar nathuramgodse narendramodi,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3669,drshamamohd modi utter single word nathu ram godse terrorist pragya thakur brazenly terming desh bhakt matter fact asked lady terrorist start nonsense amp take lead wins lo,15,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0.07619047619047618
3670,modi become pm hindustan pappu become pm kindustan,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3671,lukomodin despite provisonal license hero work without pro present,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3672,guys campaigning bjp hallomajra chowk amp screaming vote modi never seen someone campaigning like someone else life espec city even yesterday market people distributing kurtas wear free amp asking votes,17,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0.4
3673,vishakhaj18 digvijay singh crack pot best charge sheeter bomb blast charges modi supporter,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3674,lok sabha elections 2019 force narendra modi breaching immovable caste fortress gathbandhan firs,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3675,sadist pm modi,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3676,modi speaks hatred insults father grandmother great grandfather never speak parents life rather die insult mother father member rss bjp congress party rahulgandhi,16,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8
3677,deshmodikesaath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3678,primer hombre modificado genticamente para aguantar broncas de su mujer,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
3679,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3680,joshuamfrench famitsu sumodigitalltd sega_official jpswitchmania awildadorabear wingzer85443997 phineasfool,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3681,koushikdas47 narendramodi kinda explaintn ur govt 4 disko act insane understanding,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.0
3682,congress randeepsinghsurjewala pmmodi amitshah pragyasinghthakur mahatmagandhi nathuramgodse,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3683,non usare modi di tish ovviamente ahahahhahahahahahahahaha amici18,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3684,watch college students arrested selling pakodas pm modis rally chandigarh modi asked graduates sell pakoda hes arresting justasking,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
3685,pragyathakur belongs party nourished amp nurtured hatred violence amp abusive ideologies since yrs statement merely reflection ideology breathes hatred amp divison new india modiji rssorg amp bjp4india,17,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.18181818181818182
3686,rightfully aghast pragyasinghthakur called gandhi ji assassin nathuram godse patriot modi calls vinayak damodar savarkar patriot whose hindu mahasabha indicted mahatma killing cool right,13,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0.011904761904761899
3687,5 modilies,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3688,rahulgandhi c mon rahul u whoever advising u helping u dig bigger hole urself take narendramodi politically amp ideologically trolling pm something u leave one ur assistants,12,7,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0.0
3689,lol reliance india indians would called modi chor agent ambani indians see growth,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
3690,genny53061361 penso proprio di si la percezione visiva immediata e diretta il carattere lo recepisci modo,7,1,2,1,1,0,0,0,0,2,0,0,1,0,0,1,0.0
3691,exercise 2024 bjplive narendramodi narendramodi_in ramlal smritiirani amitmalviya,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
3692,modi government divisive government ever seen reallyswara,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3693,install new statue place modi rally west bengal sir please construct ram mandir fi,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13636363636363635
3694,24 narendramodi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3695,wtfex modi 2 0 happens happen view bjp know tdp boothu kitty ycp devulapalli amar commie watch shows know much hates modi,12,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2
3696,taxes simpler corruption red tapism vanished businesses thriving tax evasion difficult investor confidence highest ever infrastructure growth rapid modi india new york times reports nytimes,15,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.12121212121212122
3697,godsebhaktmodi ko jhoota maro modilies,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3698,modi vs didi tmc modi mamata mamatabanerjee 2019elections,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3699,zakir naik challenges modi debate hinduism week jantakareporter rifatjawaid asadowaisi theweek,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3700,phirekbaarmodisarkar apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3701,mamatabanerjee narendramodi bjp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3702,pm_narendermodi rahulgandhi ndtv ndtvindia abpnewstv 2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
3703,pathetic ra_thore shameful kalank disgrace bharatmata request pmoindia narendramodi amitshah mib_india sack poor fellow ra_thore allowing porn quora,10,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,-0.7
3704,modi model diverts narmada water sabarmati seaplane plunge drinking water,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3705,jaredrizzi tell matter involved electronic voting counting animal winning methods rigged global elites burn cities need bandigitalelections go back paper ballots trump brexit modi duterte madur,14,7,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0.16666666666666666
3706,narendramodi myogiadityanath,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3707,indian politico economic narrative scale pm modis real direct benefit programmes point bigger 2014 majority via swarajyamag,7,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0.11666666666666668
3708,modiji always claims bjp dynasts truth something else modilies,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
3709,modi arun jetley responsible economic mess rbi banks gdp amp inflation big ness serious problem hand next govt,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018055555555555547
3710,woman narendramodi wants send parliament,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
3711,genetically modified virus saves teen life offers hope fight antibiotic resistance via earneasymoney4,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05
3712,ask questions performance modi government modilies,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3713,afraid nervous modi speaks mother tongue hatred matter mny languages u speak well ones mother tongue words naturally tumble ones mouth confronted wt great adversity amp fear read deccanherald,15,6,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0.10000000000000002
3714,today 16 may historical day democracy 5 years back namo got absolute majority 2014 30 years gonna repeat 23 may 2019 narendramodi get clear majority take oath pm india 2 term deshkedilmeimodi,13,8,3,0,1,7,0,0,0,0,1,0,0,0,0,0,0.07500000000000001
3715,true colour bjp see calling killer gandhi patriot sedition else modi shed silence make stand clear,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.225
3716,actor_siddharth narendramodi let first get convicted open thiru vai till job,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.125
3717,mamataofficial modifiedvikas tajinderbagga isinghapurva iabhiacharya savebengalsavedemocracy,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3718,applaud probably wouldnt met english husband stepdaughter without freedom movement eu residents commodities may come love country people euelections2019,9,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0.25
3719,nidhi bjpsedemocracybachao rejectantibengalbjp eci n cec lost deir credibility beginning entire election process r totally surrendered national goondas modi_shah dey r working according wishes duo e,16,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3720,chouhanshivraj apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3721,cc narendramodi sir,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
3722,chiaraepoi avevo letto l eroina e stavo per risponderti che il parchetto non chiude mai non la danno gratis,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0
3723,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3724,ddccompu ecisveep narendramodi saurabh_mlagk ankitlal aartic02 kapsology kanhaiyakumar frombhaskar,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3725,ekbarfirmodisarkar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3726,look polls west bengal like evm hacking please report election commission narendramodi amitshah bjp4india pmoindia,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0
3727,comunque chi ha avuto l impressione che il discorso di tish e alberto vincenzo fosse quello che fanno due genitori al figlio alzi la mano da un lato quello che ti ragione e ti capisce dall altro quello che cerca di ridimensionarti con modi diversi amici18 alberto tish,25,2,7,1,1,0,0,0,0,2,1,0,1,0,0,8,-0.125
3728,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
3729,watch bjp national president shri amitshah massive roadshow gorakhpur apnamodiaayega,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3730,today p_pavanraj im_vmaheshwari went assighat tried taking route previous clip tweet see observe change brought narendramodi ji one many examples varanasi ayengetomodijihi,9,5,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0.16666666666666669
3731,bhopal bjp candidate pragyasinghthakur applauds gandhi ji assassin patriot puri ls candidate called modi desh ka baap great mahatma died country stands humiliated country died,15,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8
3732,good evening punit ji modi ji great evening punit0022 modi rejesh ji,8,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75
3733,pradeep_cr7 avijitamitabh ani akhi1 anjalitrivedi24 bhaskarneeraj bjp4india narendramodi organi,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
3734,thekashimodel kashimodified kashivotes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3735,narendramodi aajtak,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3736,watch bjp national president shri amitshah massive roadshow gorakhpur apnamodiaayega,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3737,sagarikaghose ash_rokzz23 narendramodi even sagarikaghose admit mood youths varanasi area country forget u people presented daughter italian counter modi wha,9,4,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0.0
3738,didi last lap campaign walking joka taratala 10 km walk sukanta setu till gopalnagar 9 5 km modi shah duo even match 1 stamina charisma,11,4,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0.0
3739,rahul gandhi never ending lies apnamodiaayega,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3740,rahulgandhi pogo hargharmodi bengalwithbjp aayegatohmodihi deshmodikesaath,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3741,incindialive rssurjewala narendramodi bjp4cgstate bjp4india,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3742,juancadelgado aniabello_r ni por el carajo vamos permitir que se modifica la constitucin para favorecer al innombrable sus secuaces miles de ignorantes que los defienden,12,2,3,1,0,0,0,0,0,0,0,0,3,0,0,4,0.0
3743,uttar pradesh violence modis rally chandauli bjp activists beat dalits,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3744,iaf 126 36 3 modilies,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.0
3745,could put every fat cat power delhi khan market shame even taxpayers foot narendra modis astronomical wasteful bill vrinda gopinath rips apart narendramodi high maintenance lifestyle make look humble poor,14,6,7,0,2,0,0,0,1,0,0,0,0,0,0,0,-0.1466666666666667
3746,prediction elections2019 bjp 270 new tough narendramodi pm 23 may year forecast,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.12626262626262627
3747,ayegatomodihi apnamodiayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3748,kerala cpi youth arrested posting abusive facebook comments modi,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3749,modilie oxford dictionaries responds rahul gandhi coining new word slam pm modi,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.13636363636363635
3750,narendramodi modi wednesdaywisdom namoagain amitshah amitmalviya ra_thore,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
3751,beautiful quote p_sahibsingh narendramodi bjp4india twittersupport twittersafety,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.85
3752,modilie oxford dictionaries responds rahul gandhi coining new word slam pm modi,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.13636363636363635
3753,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3754,anthonysald shehzad_ind narendramodi amitshah zahidshussain1 inctharoorian u add another rape number next explain become cheerleader bjp day left congress party amit shah,15,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0
3755,source kim et al 2019 coffee consumption cause cause specific mortality meta analysis potential modifiers european journal epidemiology published online,8,2,3,3,1,1,0,0,0,0,0,0,1,0,0,1,0.0
3756,narendramodi _ rahulgandhi phd,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3757,apnamodiaayega paanchsaalbemisaal abkibaar300paar,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
3758,narendramodi savebengalsavedemocracy hindus becoming refugees west bengal mamata banerjee govt fails give protection bengal burning vote decide future abkibaar300paar bengalburning,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.016666666666666663
3759,34 pm narendramodi deshkishaanmodi,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3760,modilies desh cries,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3761,journo runs monologue propaganda owing hatred modi used name calling journalis,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
3762,armaanmalik22 amazon first insulted nation flag god religion big pay price like charlie hebdo armaanmalik22 boycottamazon love india amazon narendramodi,11,1,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0.25
3763,narendramodi atvideo anjanaomkashyap,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3764,rahulgandhi gayo apnamodiayega mamtadidijaishreeram,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3765,pm narendramodi apnamodiaayega,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3766,wahmodijiwah shame pmmodi modernnero world pragyathakur pragyasinghthakur blasphemous thought,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3767,narendramodi 77 77varanasiachievements varanasi hamarikashi smritiirani,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0.0
3768,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3769,nathuram godse desh bhakt mahatma gandhi terrorist pragya thakur nobel peace award winner welcome modi jis new india,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4681818181818182
3770,kudos narendramodi amitshah brought mamataofficial streets walking miles road show hahaaha believe bengal going see big change wonder mamata rattled like someone stole cheese timesnow republic,13,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3771,narendramodi feel way sir dont need keep announcing every day really mean,4,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,-0.3125
3772,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3773,recommended bedtime reading pathological liars modi shah,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3774,e every v vote4 modi,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
3775,refiloe_lerato metrofmsa thomasmsengana pearlmodiadie djpruluv respecting cheating,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3776,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3777,talk congress leader worker want discuss number seats modi could potentially lose one repeat single one bothered many seats congress could win still wonder congress contest 2019,13,7,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0.30714285714285716
3778,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3779,narendramodi terrorists blame brave army always rt agree bjpsupportsterrorists,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8
3780,listen think modis ambanis stole thousands crores money pu,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3781,bofors biggest scam modi proofs,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3782,prime ministers revealing secret mantra success modilies,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05000000000000002
3783,modi says son ganga ministry made cleaning ganga see much done ganga still report arrah talked cpi ml raju yadav issues needs addressed watch,11,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2
3784,nation hand isi proxy khalistanis long captain modi,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
3785,people bid farewell modi govt may 23 says rahul gandhi bihar rally said country concerned unemployment modi talking eating mangoes rahulbadlegaindia,12,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0
3786,jhooth ka parda gir gaya hai modi ka nakab hat gaya hai desh ne man bana lia hai jhoothey modi ko hatana hai nyay wale rahulgandhi ko pm banana hai ab aayegi janta ke liye kaam karne wali sarkar abhoganyay nyayforindia rahulbadlegaindia modilies loksabhaelections2019,29,5,4,0,1,0,0,0,1,1,0,0,1,0,0,2,0.0
3787,rahul gandhis false statement modilie fake photoshop screenshot,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.45000000000000007
3788,rahul gandhi tried mock pm modi new word modilie oxford dictionary calls itfake,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
3789,apnamodiaayega 16th may historic date change transformation took place indian politics massive victory bjp looking forward 23rd may new india narendramodi ji stay blessed,13,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454545
3790,modisa__m fok hate accuracy thing,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8
3791,westbengal mamatabanerjee amitshah narendramodi,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3792,mathurapur rally done dum dum next mamata plans hold rally close venue pm modis rally dum dum mamata road show gaali express let d0g woof woof woof woof woof campaign ends today wb,22,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3793,5 apnamodiaayega,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
