index,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment score
505,pm modi says rajiv gandhi went vacation lakshadweep ins virat vice admiral time rajiv gandhi aboard ins viraat official visit amp visitors basically following norms facts pm modi sabsebadajhootamodi,19,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0
506,knows tame media embedded panna pramukhswill dare ask modi running office track record pm citing demonetisation masterstroke,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21666666666666667
507,  deshkishaanmodi congressneveragain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
508,time modi govt took fudging data gdp employment companies destroying indias credibility economy heres latest bomb,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
509,ground report slaves factory owners workers hit delhi streets modi govts anti labour policies modi government stop interfering functioning banks continue protests future t,13,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
510,sabsabadajhootamodi shamelessly trying best divert attention failure pm fulfill promises ask votes demonetization blunder gst ruined economy ploy malign gandhis fake news working shame,16,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061111111111111116
511,watch local tmc leader enters voting counter vote behalf multiple elderly voters hooghly tarakeswar arambagh lok sabha seat iindrojit reporterdiary loksabhaelections phase votinground videos t,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
512,sc rejected tejbahadur petition challenging rejection nomination paper modi producing certificate ec dismissed corruption disloyalty modi election wins challenged,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4
513,rajiv gandhi ins viraat taxi family vacation pm modi,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
514,  myfellowindians narendramodi sanjayuvacha loquacious_lion sonumohanty subytweets mnomics _ neo_pac,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
515,  sabsebadajhootamodi new competitor,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
516,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi riarevealed,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
517,didn bjp pass ordinance stop sealing modi promised statehood delhi didn bjp grant statehood imran khan endorsing narendra modi arvindkejriwal asked prime minister,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
518,ll gruppo di clienti napoletani con loro abiti su misura laccento modi di fare mi fa impazzire li amo troppo,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0
519,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
520,  faithful mess pure people hearts,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019642857142857142
521,white house transitioning cooperating special counsel robert muellers investigation war footing facing congressional democrats citing mueller report roadmap impeaching president,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858
522,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
523,  pmoindia narendramodi dot_india look issue closer mile bsnl connections running people refusing applications want mbps unlimited plan home,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
524,voices ground lotus bloom heart india modi magic dies madhya pradesh sabsebadajhootamodi,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
525,  rahulkachallenge modi isn opposition leader pm investigation apparatus disposal instead making false accusations investigated congress leaders dare probe biggest scams involved rafale amp demonetisation,15,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4000000000000001
526,  fras return rightful owner integrity negotiable commodity,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
527,  narendramodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
528,  jayajaitly rohini_sgh narendramodi pm narendramodi congress ki prem ki dictionary cong ki prem ki,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0
529,koi english transasese sabsebadajhootamodi,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
530,  narendramodi ji public meeting bankura bjpbengal narendramodi amitshah kailashonline menonarvindbjp namoagain phirekbaarmodisarkar mainbhichowkidar modihaitohmumkinhai,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
531,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
532,oops fake narrative narendramodi bjpindia rajivgandhi loksabhaelection elections,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5
533,thank shri narendramodi creating opportunity indians learn real history nehru truth rss role national struggle,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
534,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
535,entire world bank career heard complaints indias national statistics heard problematic chinese data modi jaitley damaged credibility modikafakegdp,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
536,  electionsoutlook improved education health infrastructure water facilities etc arvindkejriwal narendramodi loksabhaelections elections elections,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
537,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
538,  deshkishaanmodi tukde tukde gangster like swarabhaskar modihiaayega modioncemore modioncemore modiagain modihaitovikashai modihiaayega harboothparmodi,6,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
539,  moditohgaya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
540,odin source income don away protestagainstprescution moonsofficial pmoindia narendramodi dev_fadnavis arunjaitley finminindia bjpshivpshukla amitshah secretarydea cmomaharashtra piyushgoyal,10,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
541,  vijaysankalprally modijahanvikaswahan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
542,srikishun knows actor turned mp ravi kishan bjp candidate gorakhpur little consequence said going way vote modi report pti_news ahead round seven phase loksabhaelections,12,7,1,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.19375
543,namdar family congress ins viraat personal taxi pm modi raises rajiv gandhis lakshadweep vacation aircraft carrier,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
544,  vandanasonkar adarsh _ anjuydv yadavshyamsp brajeshyadavsp narendramodi myogiadityanath shivani,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
545,  narendramodi modionzee pm zeenews sudhirchaudhary,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
546,late prime minister rajv gandhi official visit amp holiday vice admiral retd vinod pasricha modi ji proved sabsebadajhootamodi,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3
547,  abbakkahypatia bjp gets modi shah kicked think need allies maybe gad,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
548,rahul gandhi rally policeman slaps boy wearing modi mask asks chant chowkidar chor hai,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
549,wondering ishqfm paid modi ads repeat,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
550,days sabsebadajhootamodi away oblivion ll laughed future generations india like hitler germany black era indian democracy coming end rd,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17777777777777778
551,pm modi master lies sabsebadajhootamodi,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
552,  omersajj mayavi divyaspandana narendramodi empathy,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
553,watch video amp retweet congress cell tweet trending sabsebadajhootamodi watching video know biggest liar deshkishaanmodi,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
554,  nitin_gadkari deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
555,  narendramodi nirahua,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
556,kind police gundagardi policeman tears kids modi mask sls threatens amp chowkidar chor hai,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
557,  devyanidilli ahmedpatel narendramodi rajnathsingh sanjay gandhi died suspicious aircrash indira gandhi pm ahmed patel logic indira responsible sanjay death mysterious accidental deaths scindhia amp pil,13,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
558,  panchaljirajesh aditya narendramodi pmoindia sushmaswaraj uppolice dgpup sspnoida bikebot narendramodi_in garvit innovative promoters ltd bikebot cmd sanjay bhati pending,8,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0.5
559,  sardanarohit manakgupta htetey bjpindia amitshah narendramodi sudhirchaudhary bjp seat congres goes remember tweet,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
560,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
561,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
562,  onepluspro deshkishaanmodi maharanapratap ins viraat sabsebadajhootamodi purulia shankarajayanti bankura,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
563,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
564,join ageless timeless evergreen dreamgirlhema campaign hema ji urge people india vote india promise prosperity power happy grace occasion join phirekbaarmodisarkar,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
565,  loosebool randomadmi uuuf aab bjp propaganda ko likes kaise milenge moditohgaya whokilledrajivg,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
566,  _ kashibolenamonamo phirekbaarmodisarkar narendramodi,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
567,posting reaction shameless comments pmoindia rajivgandhi shameonpmmodi,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
568,  aapcandidates delhiwithcongress aayegatohmodihi modihiaayega p singh,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
569,years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama briyani nawab sarif lutyens media dynesty slaves modi started counter attack facts figure lutyens media dynesty slaves,14,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
570,guddi devi face advertising posters banners thrilling project use dried cow dung cooking deshkishaanmodi,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02777777777777778
571,vatandatan ysk kararna tepki bizim zekamzla dalga geiyorsunuz kaynak yenia vatandatan ysk karar,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
572,  chouhanshivraj deshkishaanmodi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
573,narendra modi gone dog whistle vulture politics says bainjal thewire_in,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
574,tmc manogyaloiwal narendramodi atvideo t,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
575,seen manmohan ji sonia gandhi attended rallies given speeches power took granted modi ji working like aar ya paar attitude difference,12,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0
576,  sabsebadajhootamodi shameonpmmodi loksabhaelections incindia rahulgandhi priyankagandhi divyaspandana,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
577,  modiledubega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
578,  st rd arested alwar gang rape policerajasthan kill st rds delay beacuse crappy people worthy live narendramodi,9,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23484848484848483
579,vs narendramodi manogyaloiwal atvideo t,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
580,calling spade spade rajiv gandhi took ins viraat family vacation jeopardised national security pm modi,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
581,  namoagain modihiaayega bjp amitshah namo moditotimesnow,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
582,modi doesn believe love true hindu true hindu taught lie modi pathological liar goes says proven lie sick shameful lying incessantly targeting sabsebadajhootamodi,7,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12142857142857141
583,  rajasthanroyals rcbtweets dc lose csk csk won dc mi won dc csk won mi winner ipl final gt onepluspro deshkishaanmodi gamebanayeganame r,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
584,  rahulgandhi sabsebadajhootamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
585,divya lies countered commander navy shri chandrasekhar rounds whatsapp groups says witness misuse war ship don dare modi lies,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
586,  incindia narendramodi rahulgandhi lambaalka sherryontopp,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
587,flag stands saffron sacrifice white peace purity green life prosperity gautamgambhir wearing rss narendramodi glasses amp having tunnel vision sees saffron anger white shroud green hatred decide vote atishiforeastdelhi,16,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21999999999999997
588,abused mother asked father pm modi lists congress abuses hurled,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
589,mr teleprompter interview sabsebadajhootamodi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
590,  ma_rathore ajaysingh kunwarmanojsin narendramodi vasundharabjp myogiadityanath gssjodhpur ra_thore,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
591,nehru took homework priyankagandhi jibes pm modi delhi roadshow loksabhaelections,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
592,  deshkishaanmodi congressneveragain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
593,  maibhichowkidar maibhichowkidaar maibhichaukidar chowkidarphirse chowkidars chowkidar chowkidaar chowkidari chowkidarnarendramodi choukidar chokidaar chokidar chokidar narender modi modispeakstobharat modihaitomumkinhai modifor modiagain modiji,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
594,mere changing names performance modi ji check article modi merely renamed congres,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5
595,pm modi lists abuses hurled says congress didn spare mother incindia needed reminded past tht masters pm hs touched rajeev gandhi disclose excesses committed emergency,12,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,-0.25
596,  drmjaipur arvindm railwayseva piyushgoyaloffc pmoindia narendramodi concerned department parce,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
597,  sarojpandeybjp narendramodi amitshah bjpindia bjpwbengal ramlal,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
598,pm modi hits mamatabanerjee says tmcs anti democratic ways angered people loksabhaelections live updates t,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3068181818181818
599,  chefbrianmodipa come thuka mos ne,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
600,  sabsebadajhootamodi modi lies economic growth having picked rule sensex underperformed,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
601,  narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
602,  modijis gas scheme poster woman forced cook cow dung,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21666666666666667
603,  manojtiwarimp khesarily deshkishaanmodi,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
604,young boy wears modi mask policeman beats s real choice india mai baap control police state waiting corrupt congress ecosystem return vs aspirational india sees modi fighting,16,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.06666666666666665
605,  rupasubramanya narendramodi tweets nice joke modis achievement fight fiscal deficit,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
606,  deshkishaanmodi narendramodi byadavbjp siddharthanbjp vijaygoelbjp drsanjaymayukh sandeepfromvns sujeetsoni_bjp girishgohil_bjp gkmadathil,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
607,live shri nitin_gadkari addressing press conference bjp hq deshkishaanmodi,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
608,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
609,congress shedding crocodile tears defence minister nsitharaman modiinsviraatattack,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610,  cammodisane effsouthafrica s vote,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
611,modi lies score retd vice admiral demolishes modi latest lie responsibility citizens expose pack lies head amp gain insights sabsebadajhootamodi,14,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
612,eu amo perfectionists mas pra negar que srie teve nenhum desenvolvimento mesmo indo pro episdio roteiro parado vilo fraco marlene pegou vrios plots de pll modificou pra enfiar na srie quando ela deveria ter algo prprio dela,18,4,7,2,1,0,0,0,0,0,0,0,0,0,0,5,0.0
613,people muslim religion comment modi kind holy war coz,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
614,gross bank credit grew lakhcr retail loans grew lakh cr personal loans grew lakhcr outstanding credit cards grew cr despite large psbs pca better yr modinomics,11,4,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0.24285714285714288
615,responsible citizen want strong amp stable government don let day vacation leave years regret amp vote voice heard vote counts vote nation nationfirst narendramodi,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31666666666666665
616,truly verily descended northeast bengal odisha corner india place divinity signals protection nation rapacious forces amp ensure phirekbarmodisarkar modihiaayega breakoutdecade,11,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0
617,ins viraat insulted personal taxi happened rajiv gandhi family day vacation said narendramodi,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
618,  sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
619,  narendra modi deshkishaanmodi narendramodi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
620,  ins sabsebadajhootamodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
621,dua karo ki na aaye kunalkamra sabsebadajhootamodi modikafakegdp moditohgaya,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0
622,  onepluspro deshkishaanmodi thursdaythoughts maharanapratap,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
623,modi deliberately trying change subject performance nt react nt rajiv gandhi,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.16666666666666666
624,ecosystem defend rg saying gandhi family board ins viraat official visit forgot mention example pm family visiting indian aircraft carrier deshkishaanmodi,12,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
625,  deshkishaanmodi modihiaayega tajinderbagga gauravbh payal_rohatgi,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
626,seeing eminent loss ls elections outgoing prime minister trying best divert attention indian voters respected pm indian voter wise mature desperation sabsebadajhootamodi,10,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6
627,real accidental prime minister sanjay gandhi died plane crash amp indira gandhi forced rajiv stand amethi indias political history different despite missteps rajiv heart good man job wanted column,15,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.11999999999999997
628,  pcmohanmp narendramodi bjpkarnataka nice interview pm boldly point developmental,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667
629,  man commodity,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
630,  narendramodi abdullah_mar k laxman ji rajiv holiday bangaram island,5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0.0
631,  elections turning point indias rise world pm narendramodi pmoindia bjpkarnataka,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
632,frustrated pm unable accept party going lose elections badly resorting fake statements amp throwing muck prime ministers india divert attention peope real issues results wo nt change sabsebadajhootamodi,13,7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.43999999999999995
633,  modiagain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
634,live shri amitshah roadshow bhopal madhya pradesh modihiaayega,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
635,fudged gdp means following misled policy makers state central government budgetary allocation foreign investors credit rating firms stock markets corporate india voters media esp business farmers rbi sabsebadajhootamodi,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03125
636,relax crime pm holiday energize s human pm modi setting bad precedent president obama took vacation days yrs office airforce vacations family rajivgandhi,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3499999999999999
637,lies damned lies modi lies sabsebadajhootamodi,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
638,  jharkhandbolemodimodi deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
639,  jharkhandbolemodimodi deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
640,  sabsebadajhootamodi apt way describe modi ji leave stone unturned amp lengths,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
641,  narendramodi sureshpprabhu harvotemodiko,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
642,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
643,  ajaydevgn narendramodi ravikishann nirahua manojtiwarimp _,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
644,opinion honourable narendramodi looks tremendously awkward unnatural uncomfortable phoney gl,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.55
645,disgusting people like rajivgandhi power misused privilege personal leisure ins viraat honeymoon suit pride indian navy insvirat rahulkabaapchorhai rajivgandhichorhai vanitajain sandeepfromvns mini _,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.5
646,  bjpindia narendramodi incindia pawankhera sambitswaraj real modi,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
647,pm narendramodi ji tribute great warrior maharana pratap narendra modi ji said life story great t,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8
648,didn modi wipe face flag wrong having ancestral home pakistan true person moved india dumdum,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.07500000000000001
649,buongiorno milano maggio duomodimilano bmeteo beautyfromitaly,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
650,  narendramodi zeenews,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
651, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
652,pm narendramodi gave free hand armed forces deal terrorists masters congress leaders allies objecting left chance demean forces amp valour pm manmohan singh rejected air force chiefs advice strike pak,19,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2
653,  sanjaynirupam sir modi ki puri baja di hai apne newly appointed mrcc president doesn talk stays mum time,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
654,evm mamataofficial tmc ecisveep narendramodi,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
655,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
656,  jharkhandbolemodimodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
657,  dev_fadnavis bharatmangemodidobara,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
658,  modikoe _ lol let hope don change,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
659,  sudhirchaudhary narendramodi zeenews,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
660,  narendramodi jharkhandbolemodimodi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
661,lok sabha elections modi clocks nearly miles polls hindustan times,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1
662,disgrace society hmoindia narendramodi_in myogiadityanath hang,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
663,jai hte de la nouvelle saison tout moment va avoir une nouvelle map quelques villes modifies etc ou si se trouve rien aura chang sest juste fait bait et va jouer les bulles se week end,21,3,1,1,0,0,0,0,0,0,1,0,0,0,0,8,0.0
664,time billion indians know primeminister rajivgandhi family vacationed ins virat important prime minister narendra modi raised today address loksabhaelections,12,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4
665,  deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
666,shame vinod dua journalist kattar congressi ravish kumar hand spotted sp bsp rally motive defeat narendramodi hook crook wednesdaywisdom,14,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
667,rt socialtamasha deshkishaanmodi congressneveragain,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
668,dear narendramodi gentle reminder case forgotten india voted rajeev gandhi account work thanks,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
669,issues hurt bjp delhi sealing drive unemployment absent mps reliance modi things benefit aap ak focusing delhi power water bills better schools teachers home delivery services volunteers,20,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
670,  roshankrrai narendramodi high time liar shown door sick tired dirt,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3180952380952381
671,  deshkishaanmodi common person experiencing ease living everyday life continuous suppor,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25
672,  narendramodi rsprasad,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
673,  narendramodi follow jahnavijain _,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
674,  jharkhandbolemodimodi deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
675,bharat tere tukde honge freedom speech modi modi threat digvijaya roadshow fir registered people chanted modi modi rahul roadshow cop slapped boy wearing modi mask dhanbad urmila roadshow people beaten borivali chanting modi modi,13,9,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
676,mr modi turned habitual liar fact eminent personalities like vice admiral retd vinod parischa having set records straight shows vile nature modi lies downgrading indian political discourse shameful sabsebadajhootamodi,13,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1
677,  modi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
678,pm modi inverview mamata banerjee hates lord ram issues durga puja vi,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
679,india today modify report rajiv gandhi ins virat personal taxi pm modi raised issue,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
680,pm chosen new topic lie distract people india inventing lies rajivgandhi latest rajivgandhi vice admiral retd vinod pasricha clarified times sabsebadajhootamodi,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3181818181818182
681,  vijaysankalprally deshkishaanmodi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
682,didi accept slap blessing ask nt slap cheated lakhs poor chit fund scams slap run ttt trinamool tolabaji tax pm modi asks mamata purulia rabindrajayanti,15,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4
683,  jharkhandbolemodimodi deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
684,hair makeup trends captured hottest commodity metgala red carpet undivided attention,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
685,brazenly holidaying tax payers expense indian navy ships stealthily sneaking india indian security secret overseas holiday locations nehru italian dynasty come long way pm narendramodi expose sonia amp rahul,11,6,7,1,4,0,0,0,0,0,0,0,0,0,0,0,-0.15
